state,year,milk_produced
Tennessee,1995,1745000000
South Carolina,1995,391000000
Georgia,1995,1555000000
Florida,1995,2381000000
Alabama,1995,482000000
Mississippi,1995,710000000
Arkansas,1995,729000000
Louisiana,1995,905000000
Oklahoma,1995,1293000000
Texas,1995,6113000000
Montana,1995,315000000
Idaho,1995,4210000000
Wyoming,1995,87000000
Colorado,1995,1551000000
New Mexico,1995,3623000000
Arizona,1995,2230000000
Utah,1995,1473000000
Nevada,1995,426000000
Washington,1995,5304000000
Oregon,1995,1677000000
California,1995,25327000000
Alaska,1995,12000000
Hawaii,1995,142000000
Maine,1996,648000000
New Hampshire,1996,324000000
Vermont,1996,2569000000
Massachusetts,1996,440000000
Rhode Island,1996,31000000
Connecticut,1996,499000000
New York,1996,11510000000
New Jersey,1996,297000000
Pennsylvania,1996,10484000000
Delaware,1996,140000000
Maryland,1996,1312000000
Michigan,1996,5430000000
Wisconsin,1996,22376000000
Minnesota,1996,9440000000
Ohio,1996,4360000000
Indiana,1996,2166000000
Illinois,1996,2247000000
Iowa,1996,3784000000
Missouri,1996,2443000000
North Dakota,1996,804000000
South Dakota,1996,1474000000
Nebraska,1996,1050000000
Kansas,1996,1200000000
Virginia,1996,1805000000
West Virginia,1996,252000000
North Carolina,1996,1308000000
Kentucky,1996,1860000000
Tennessee,1996,1630000000
South Carolina,1996,381000000
Georgia,1996,1486000000
Florida,1996,2401000000
Alabama,1996,434000000
Mississippi,1996,658000000
Arkansas,1996,675000000
Louisiana,1996,838000000
Oklahoma,1996,1245000000
Texas,1996,6120000000
Montana,1996,307000000
Idaho,1996,4735000000
Wyoming,1996,88000000
Colorado,1996,1633000000
New Mexico,1996,3753000000
Arizona,1996,2474000000
Utah,1996,1547000000
Nevada,1996,470000000
Washington,1996,5279000000
Oregon,1996,1608000000
California,1996,25848000000
Alaska,1996,14000000
Hawaii,1996,129000000
Maine,1997,662000000
New Hampshire,1997,328000000
Vermont,1997,2600000000
Massachusetts,1997,434000000
Rhode Island,1997,32000000
Connecticut,1997,509000000
New York,1997,11530000000
New Jersey,1997,299000000
Pennsylvania,1997,10662000000
Delaware,1997,148000000
Maryland,1997,1326000000
Michigan,1997,5410000000
Wisconsin,1997,22368000000
Minnesota,1997,9210000000
Ohio,1997,4415000000
Indiana,1997,2189000000
Illinois,1997,2203000000
Iowa,1997,3693000000
Missouri,1997,2362000000
North Dakota,1997,713000000
South Dakota,1997,1384000000
Nebraska,1997,1040000000
Kansas,1997,1285000000
Virginia,1997,1858000000
West Virginia,1997,266000000
North Carolina,1997,1304000000
Kentucky,1997,1815000000
Tennessee,1997,1609000000
South Carolina,1997,397000000
Georgia,1997,1488000000
Florida,1997,2476000000
Alabama,1997,418000000
Mississippi,1997,634000000
Arkansas,1997,635000000
Louisiana,1997,794000000
Oklahoma,1997,1249000000
Texas,1997,5768000000
Montana,1997,295000000
Idaho,1997,5193000000
Wyoming,1997,84000000
Colorado,1997,1679000000
New Mexico,1997,4011000000
Arizona,1997,2664000000
Utah,1997,1540000000
Nevada,1997,477000000
Washington,1997,5305000000
Oregon,1997,1610000000
California,1997,27582000000
Alaska,1997,15000000
Hawaii,1997,123000000
Maine,1998,680000000
New Hampshire,1998,333000000
Vermont,1998,2650000000
Massachusetts,1998,438000000
Rhode Island,1998,33000000
Connecticut,1998,529000000
New York,1998,11750000000
New Jersey,1998,292000000
Pennsylvania,1998,10847000000
Delaware,1998,159000000
Maryland,1998,1340000000
Michigan,1998,5365000000
Wisconsin,1998,22842000000
Minnesota,1998,9275000000
Ohio,1998,4410000000
Indiana,1998,2190000000
Illinois,1998,2121000000
Iowa,1998,3811000000
Missouri,1998,2367000000
North Dakota,1998,706000000
South Dakota,1998,1386000000
Nebraska,1998,1050000000
Kansas,1998,1315000000
Virginia,1998,1841000000
West Virginia,1998,278000000
North Carolina,1998,1251000000
Kentucky,1998,1710000000
Tennessee,1998,1501000000
South Carolina,1998,374000000
Georgia,1998,1437000000
Florida,1998,2337000000
Alabama,1998,386000000
Mississippi,1998,579000000
Arkansas,1998,540000000
Louisiana,1998,751000000
Oklahoma,1998,1236000000
Texas,1998,5605000000
Montana,1998,291000000
Idaho,1998,5765000000
Wyoming,1998,80000000
Colorado,1998,1689000000
New Mexico,1998,4354000000
Arizona,1998,2680000000
Utah,1998,1513000000
Nevada,1998,502000000
Washington,1998,5326000000
Oregon,1998,1583000000
California,1998,27620000000
Alaska,1998,14000000
Hawaii,1998,129000000
Maine,1999,689000000
New Hampshire,1999,321000000
Vermont,1999,2710000000
Massachusetts,1999,420000000
Rhode Island,1999,31000000
Connecticut,1999,520000000
New York,1999,12082000000
New Jersey,1999,280000000
Pennsylvania,1999,10931000000
Delaware,1999,145000000
Maryland,1999,1365000000
Michigan,1999,5455000000
Wisconsin,1999,23071000000
Minnesota,1999,9478000000
Ohio,1999,4440000000
Indiana,1999,2185000000
Illinois,1999,2029000000
Iowa,1999,3802000000
Missouri,1999,2237000000
North Dakota,1999,689000000
South Dakota,1999,1419000000
Nebraska,1999,1139000000
Kansas,1999,1405000000
Virginia,1999,1873000000
West Virginia,1999,275000000
North Carolina,1999,1216000000
Kentucky,1999,1651000000
Tennessee,1999,1417000000
South Carolina,1999,369000000
Georgia,1999,1449000000
Florida,1999,2398000000
Alabama,1999,376000000
Mississippi,1999,552000000
Arkansas,1999,520000000
Louisiana,1999,711000000
Oklahoma,1999,1249000000
Texas,1999,5620000000
Montana,1999,303000000
Idaho,1999,6453000000
Wyoming,1999,80000000
Colorado,1999,1728000000
New Mexico,1999,4724000000
Arizona,1999,2931000000
Utah,1999,1618000000
Nevada,1999,456000000
Washington,1999,5535000000
Oregon,1999,1665000000
California,1999,30444000000
Alaska,1999,14000000
Hawaii,1999,120000000
Maine,2000,668000000
New Hampshire,2000,312000000
Vermont,2000,2683000000
Massachusetts,2000,376000000
Rhode Island,2000,28000000
Connecticut,2000,480000000
New York,2000,11921000000
New Jersey,2000,244000000
Pennsylvania,2000,11156000000
Delaware,2000,146000000
Maryland,2000,1351000000
Michigan,2000,5705000000
Wisconsin,2000,23259000000
Minnesota,2000,9493000000
Ohio,2000,4461000000
Indiana,2000,2419000000
Illinois,2000,2094000000
Iowa,2000,3934000000
Missouri,2000,2258000000
North Dakota,2000,686000000
South Dakota,2000,1474000000
Nebraska,2000,1255000000
Kansas,2000,1540000000
Virginia,2000,1900000000
West Virginia,2000,265000000
North Carolina,2000,1189000000
Kentucky,2000,1695000000
Tennessee,2000,1405000000
South Carolina,2000,370000000
Georgia,2000,1433000000
Florida,2000,2463000000
Alabama,2000,348000000
Mississippi,2000,541000000
Arkansas,2000,485000000
Louisiana,2000,698000000
Oklahoma,2000,1314000000
Texas,2000,5743000000
Montana,2000,338000000
Idaho,2000,7223000000
Wyoming,2000,76000000
Colorado,2000,1924000000
New Mexico,2000,5236000000
Arizona,2000,3033000000
Utah,2000,1687000000
Nevada,2000,476000000
Washington,2000,5593000000
Oregon,2000,1640000000
California,2000,32245000000
Alaska,2000,13000000
Hawaii,2000,116000000
Maine,2001,654000000
New Hampshire,2001,322000000
Vermont,2001,2669000000
Massachusetts,2001,357000000
Rhode Island,2001,23000000
Connecticut,2001,456000000
New York,2001,11780000000
New Jersey,2001,233000000
Pennsylvania,2001,10849000000
Delaware,2001,150000000
Maryland,2001,1294000000
Michigan,2001,5870000000
Wisconsin,2001,22199000000
Minnesota,2001,8812000000
Ohio,2001,4295000000
Indiana,2001,2567000000
Illinois,2001,2020000000
Iowa,2001,3785000000
Missouri,2001,1949000000
North Dakota,2001,644000000
South Dakota,2001,1370000000
Nebraska,2001,1166000000
Kansas,2001,1610000000
Virginia,2001,1885000000
West Virginia,2001,249000000
North Carolina,2001,1154000000
Kentucky,2001,1660000000
Tennessee,2001,1335000000
South Carolina,2001,367000000
Georgia,2001,1433000000
Florida,2001,2411000000
Alabama,2001,300000000
Mississippi,2001,497000000
Arkansas,2001,432000000
Louisiana,2001,632000000
Oklahoma,2001,1325000000
Texas,2001,5107000000
Montana,2001,346000000
Idaho,2001,7757000000
Wyoming,2001,63000000
Colorado,2001,1970000000
New Mexico,2001,5561000000
Arizona,2001,3085000000
Utah,2001,1635000000
Nevada,2001,485000000
Washington,2001,5514000000
Oregon,2001,1717000000
California,2001,33217000000
Alaska,2001,14000000
Hawaii,2001,106000000
Maine,2002,656000000
New Hampshire,2002,328000000
Vermont,2002,2703000000
Massachusetts,2002,361000000
Rhode Island,2002,23000000
Connecticut,2002,447000000
New York,2002,12218000000
New Jersey,2002,236000000
Pennsylvania,2002,10775000000
Delaware,2002,150000000
Maryland,2002,1301000000
Michigan,2002,6120000000
Wisconsin,2002,22074000000
Minnesota,2002,8458000000
Ohio,2002,4475000000
Indiana,2002,2658000000
Illinois,2002,2051000000
Iowa,2002,3804000000
Missouri,2002,1946000000
North Dakota,2002,593000000
South Dakota,2002,1289000000
Nebraska,2002,1167000000
Kansas,2002,2030000000
Virginia,2002,1891000000
West Virginia,2002,243000000
North Carolina,2002,1137000000
Kentucky,2002,1614000000
Tennessee,2002,1315000000
South Carolina,2002,364000000
Georgia,2002,1470000000
Florida,2002,2308000000
Alabama,2002,277000000
Mississippi,2002,478000000
Arkansas,2002,393000000
Louisiana,2002,579000000
Oklahoma,2002,1307000000
Texas,2002,5300000000
Montana,2002,341000000
Idaho,2002,8155000000
Wyoming,2002,63000000
Colorado,2002,2159000000
New Mexico,2002,6316000000
Arizona,2002,3430000000
Utah,2002,1666000000
Nevada,2002,501000000
Washington,2002,5620000000
Oregon,2002,2093000000
California,2002,35065000000
Alaska,2002,18000000
Hawaii,2002,97000000
Maine,2003,624000000
New Hampshire,2003,305000000
Vermont,2003,2637000000
Massachusetts,2003,332000000
Rhode Island,2003,22000000
Connecticut,2003,413000000
New York,2003,11952000000
New Jersey,2003,216000000
Pennsylvania,2003,10338000000
Delaware,2003,130000000
Maryland,2003,1177000000
Michigan,2003,6375000000
Wisconsin,2003,22266000000
Minnesota,2003,8258000000
Ohio,2003,4490000000
Indiana,2003,2939000000
Illinois,2003,2047000000
Iowa,2003,3810000000
Missouri,2003,1886000000
North Dakota,2003,500000000
South Dakota,2003,1330000000
Nebraska,2003,1129000000
Kansas,2003,2130000000
Virginia,2003,1731000000
West Virginia,2003,216000000
North Carolina,2003,1044000000
Kentucky,2003,1465000000
Tennessee,2003,1205000000
South Carolina,2003,318000000
Georgia,2003,1444000000
Florida,2003,2161000000
Alabama,2003,252000000
Mississippi,2003,423000000
Arkansas,2003,354000000
Louisiana,2003,519000000
Oklahoma,2003,1312000000
Texas,2003,5630000000
Montana,2003,345000000
Idaho,2003,8774000000
Wyoming,2003,54000000
Colorado,2003,2153000000
New Mexico,2003,6666000000
Arizona,2003,3552000000
Utah,2003,1622000000
Nevada,2003,485000000
Washington,2003,5581000000
Oregon,2003,2191000000
California,2003,35437000000
Alaska,2003,17000000
Hawaii,2003,92000000
Maine,2004,612000000
New Hampshire,2004,303000000
Vermont,2004,2594000000
Massachusetts,2004,296000000
Rhode Island,2004,20000000
Connecticut,2004,392000000
New York,2004,11650000000
New Jersey,2004,200000000
Pennsylvania,2004,10062000000
Delaware,2004,125000000
Maryland,2004,1116000000
Michigan,2004,6330000000
Wisconsin,2004,22085000000
Minnesota,2004,8102000000
Ohio,2004,4560000000
Indiana,2004,3027000000
Illinois,2004,1978000000
Iowa,2004,3851000000
Missouri,2004,1847000000
North Dakota,2004,465000000
South Dakota,2004,1347000000
Nebraska,2004,1049000000
Kansas,2004,2216000000
Virginia,2004,1731000000
West Virginia,2004,194000000
North Carolina,2004,1006000000
Kentucky,2004,1422000000
Tennessee,2004,1155000000
South Carolina,2004,287000000
Georgia,2004,1416000000
Florida,2004,2253000000
Alabama,2004,245000000
Mississippi,2004,379000000
Arkansas,2004,323000000
Louisiana,2004,479000000
Oklahoma,2004,1263000000
Texas,2004,6009000000
Montana,2004,348000000
Idaho,2004,9093000000
Wyoming,2004,63000000
Colorado,2004,2184000000
New Mexico,2004,6737000000
Arizona,2004,3646000000
Utah,2004,1616000000
Nevada,2004,509000000
Washington,2004,5416000000
Oregon,2004,2270000000
California,2004,36465000000
Alaska,2004,15000000
Hawaii,2004,81000000
Maine,2005,595000000
New Hampshire,2005,302000000
Vermont,2005,2641000000
Massachusetts,2005,290000000
Rhode Island,2005,19000000
Connecticut,2005,384000000
New York,2005,12078000000
New Jersey,2005,192000000
Pennsylvania,2005,10503000000
Delaware,2005,123000000
Maryland,2005,1143000000
Michigan,2005,6750000000
Wisconsin,2005,22866000000
Minnesota,2005,8195000000
Ohio,2005,4743000000
Indiana,2005,3166000000
Illinois,2005,1958000000
Iowa,2005,4025000000
Missouri,2005,1875000000
North Dakota,2005,468000000
South Dakota,2005,1437000000
Nebraska,2005,1077000000
Kansas,2005,2276000000
Virginia,2005,1784000000
West Virginia,2005,194000000
North Carolina,2005,1012000000
Kentucky,2005,1367000000
Tennessee,2005,1102000000
South Carolina,2005,288000000
Georgia,2005,1398000000
Florida,2005,2273000000
Alabama,2005,224000000
Mississippi,2005,382000000
Arkansas,2005,298000000
Louisiana,2005,434000000
Oklahoma,2005,1236000000
Texas,2005,6444000000
Montana,2005,372000000
Idaho,2005,10161000000
Wyoming,2005,73000000
Colorado,2005,2348000000
New Mexico,2005,6951000000
Arizona,2005,3742000000
Utah,2005,1661000000
Nevada,2005,542000000
Washington,2005,5608000000
Oregon,2005,2284000000
California,2005,37564000000
Alaska,2005,14000000
Hawaii,2005,70000000
Maine,2006,574000000
New Hampshire,2006,293000000
Vermont,2006,2592000000
Massachusetts,2006,278000000
Rhode Island,2006,19000000
Connecticut,2006,367000000
New York,2006,12045000000
New Jersey,2006,178000000
Pennsylvania,2006,10742000000
Delaware,2006,114000000
Maryland,2006,1106000000
Michigan,2006,7115000000
Wisconsin,2006,23398000000
Minnesota,2006,8369000000
Ohio,2006,4860000000
Indiana,2006,3277000000
Illinois,2006,1983000000
Iowa,2006,4126000000
Missouri,2006,1840000000
North Dakota,2006,470000000
South Dakota,2006,1505000000
Nebraska,2006,1118000000
Kansas,2006,2345000000
Virginia,2006,1771000000
West Virginia,2006,200000000
North Carolina,2006,944000000
Kentucky,2006,1303000000
Tennessee,2006,1049000000
South Carolina,2006,277000000
Georgia,2006,1404000000
Florida,2006,2171000000
Alabama,2006,203000000
Mississippi,2006,344000000
Arkansas,2006,258000000
Louisiana,2006,396000000
Oklahoma,2006,1214000000
Texas,2006,7157000000
Montana,2006,354000000
Idaho,2006,10905000000
Wyoming,2006,118000000
Colorado,2006,2547000000
New Mexico,2006,7605000000
Arizona,2006,3954000000
Utah,2006,1747000000
Nevada,2006,544000000
Washington,2006,5464000000
Oregon,2006,2242000000
California,2006,38830000000
Alaska,2006,10000000
Hawaii,2006,57000000
Maine,2007,587000000
New Hampshire,2007,290000000
Vermont,2007,2531000000
Massachusetts,2007,255000000
Rhode Island,2007,18000000
Connecticut,2007,365000000
New York,2007,12103000000
New Jersey,2007,168000000
Pennsylvania,2007,10682000000
Delaware,2007,113000000
Maryland,2007,1051000000
Michigan,2007,7625000000
Wisconsin,2007,24080000000
Minnesota,2007,8656000000
Ohio,2007,4980000000
Indiana,2007,3371000000
Illinois,2007,1917000000
Iowa,2007,4278000000
Missouri,2007,1678000000
North Dakota,2007,444000000
South Dakota,2007,1641000000
Nebraska,2007,1075000000
Kansas,2007,2187000000
Virginia,2007,1753000000
West Virginia,2007,195000000
North Carolina,2007,921000000
Kentucky,2007,1250000000
Tennessee,2007,999000000
South Carolina,2007,322000000
Georgia,2007,1399000000
Florida,2007,2104000000
Alabama,2007,197000000
Mississippi,2007,324000000
Arkansas,2007,220000000
Louisiana,2007,349000000
Oklahoma,2007,1144000000
Texas,2007,7384000000
Montana,2007,333000000
Idaho,2007,11549000000
Wyoming,2007,134000000
Colorado,2007,2706000000
New Mexico,2007,7290000000
Arizona,2007,4210000000
Utah,2007,1732000000
Nevada,2007,553000000
Washington,2007,5531000000
Oregon,2007,2233000000
California,2007,40683000000
Alaska,2007,9000000
Hawaii,2007,36000000
Maine,2008,603000000
New Hampshire,2008,299000000
Vermont,2008,2576000000
Massachusetts,2008,254000000
Rhode Island,2008,20000000
Connecticut,2008,364000000
New York,2008,12432000000
New Jersey,2008,169000000
Pennsylvania,2008,10575000000
Delaware,2008,110000000
Maryland,2008,1029000000
Michigan,2008,7763000000
Wisconsin,2008,24472000000
Minnesota,2008,8782000000
Ohio,2008,5135000000
Indiana,2008,3287000000
Illinois,2008,1862000000
Iowa,2008,4236000000
Missouri,2008,1615000000
North Dakota,2008,418000000
South Dakota,2008,1796000000
Nebraska,2008,1083000000
Kansas,2008,2415000000
Virginia,2008,1726000000
West Virginia,2008,181000000
North Carolina,2008,892000000
Kentucky,2008,1210000000
Tennessee,2008,948000000
South Carolina,2008,323000000
Georgia,2008,1355000000
Florida,2008,2061000000
Alabama,2008,184000000
Mississippi,2008,291000000
Arkansas,2008,186000000
Louisiana,2008,319000000
Oklahoma,2008,1061000000
Texas,2008,8416000000
Montana,2008,313000000
Idaho,2008,12315000000
Wyoming,2008,136000000
Colorado,2008,2935000000
New Mexico,2008,7865000000
Arizona,2008,4351000000
Utah,2008,1784000000
Nevada,2008,653000000
Washington,2008,5696000000
Oregon,2008,2254000000
California,2008,41203000000
Alaska,2008,7000000
Hawaii,2008,19000000
Maine,2009,596000000
New Hampshire,2009,293000000
Vermont,2009,2469000000
Massachusetts,2009,246000000
Rhode Island,2009,20000000
Connecticut,2009,353000000
New York,2009,12424000000
New Jersey,2009,158000000
Pennsylvania,2009,10551000000
Delaware,2009,102000000
Maryland,2009,1004000000
Michigan,2009,7968000000
Wisconsin,2009,25239000000
Minnesota,2009,9019000000
Ohio,2009,5192000000
Indiana,2009,3383000000
Illinois,2009,1862000000
Iowa,2009,4301000000
Missouri,2009,1568000000
North Dakota,2009,387000000
South Dakota,2009,1892000000
Nebraska,2009,1198000000
Kansas,2009,2488000000
Virginia,2009,1736000000
West Virginia,2009,162000000
North Carolina,2009,884000000
Kentucky,2009,1192000000
Tennessee,2009,909000000
South Carolina,2009,325000000
Georgia,2009,1400000000
Florida,2009,2080000000
Alabama,2009,164000000
Mississippi,2009,250000000
Arkansas,2009,165000000
Louisiana,2009,271000000
Oklahoma,2009,1002000000
Texas,2009,8840000000
Montana,2009,299000000
Idaho,2009,12150000000
Wyoming,2009,105000000
Colorado,2009,2837000000
New Mexico,2009,7904000000
Arizona,2009,4082000000
Utah,2009,1771000000
Nevada,2009,613000000
Washington,2009,5561000000
Oregon,2009,2248000000
California,2009,39512000000
Alaska,2009,6000000
Hawaii,2009,21000000
Maine,2010,587000000
New Hampshire,2010,294000000
Vermont,2010,2521000000
Massachusetts,2010,242000000
Rhode Island,2010,20000000
Connecticut,2010,364000000
New York,2010,12713000000
New Jersey,2010,140000000
Pennsylvania,2010,10737000000
Delaware,2010,90000000
Maryland,2010,1001000000
Michigan,2010,8333000000
Wisconsin,2010,26035000000
Minnesota,2010,9102000000
Ohio,2010,5270000000
Indiana,2010,3416000000
Illinois,2010,1840000000
Iowa,2010,4342000000
Missouri,2010,1445000000
North Dakota,2010,384000000
South Dakota,2010,1884000000
Nebraska,2010,1168000000
Kansas,2010,2497000000
Virginia,2010,1719000000
West Virginia,2010,157000000
North Carolina,2010,866000000
Kentucky,2010,1152000000
Tennessee,2010,850000000
South Carolina,2010,286000000
Georgia,2010,1395000000
Florida,2010,2133000000
Alabama,2010,156000000
Mississippi,2010,223000000
Arkansas,2010,153000000
Louisiana,2010,235000000
Oklahoma,2010,959000000
Texas,2010,8828000000
Montana,2010,289000000
Idaho,2010,12773000000
Wyoming,2010,120000000
Colorado,2010,2816000000
New Mexico,2010,7881000000
Arizona,2010,4151000000
Utah,2010,1927000000
Nevada,2010,664000000
Washington,2010,5902000000
Oregon,2010,2399000000
California,2010,40385000000
Alaska,2010,7000000
Hawaii,2010,25000000
Maine,2011,598000000
New Hampshire,2011,286000000
Vermont,2011,2538000000
Massachusetts,2011,220000000
Rhode Island,2011,20000000
Connecticut,2011,361000000
New York,2011,12838000000
New Jersey,2011,135000000
Pennsylvania,2011,10547000000
Delaware,2011,92000000
Maryland,2011,970000000
Michigan,2011,8478000000
Wisconsin,2011,26058000000
Minnesota,2011,8890000000
Ohio,2011,5144000000
Indiana,2011,3553000000
Illinois,2011,1814000000
Iowa,2011,4323000000
Missouri,2011,1388000000
North Dakota,2011,345000000
South Dakota,2011,1873000000
Nebraska,2011,1173000000
Kansas,2011,2585000000
Virginia,2011,1719000000
West Virginia,2011,157000000
North Carolina,2011,904000000
Kentucky,2011,1090000000
Tennessee,2011,810000000
South Carolina,2011,279000000
Georgia,2011,1450000000
Florida,2011,2269000000
Alabama,2011,143000000
Mississippi,2011,204000000
Arkansas,2011,143000000
Louisiana,2011,232000000
Oklahoma,2011,923000000
Texas,2011,9582000000
Montana,2011,288000000
Idaho,2011,13251000000
Wyoming,2011,123000000
Colorado,2011,2999000000
New Mexico,2011,8177000000
Arizona,2011,4413000000
Utah,2011,2061000000
Nevada,2011,666000000
Washington,2011,6169000000
Oregon,2011,2479000000
California,2011,41462000000
Alaska,2011,7000000
Hawaii,2011,27000000
Maine,2012,613000000
New Hampshire,2012,275000000
Vermont,2012,2569000000
Massachusetts,2012,219000000
Rhode Island,2012,18000000
Connecticut,2012,358000000
New York,2012,13190000000
New Jersey,2012,130000000
Pennsylvania,2012,10478000000
Delaware,2012,94000000
Maryland,2012,979000000
Michigan,2012,8991000000
Wisconsin,2012,27224000000
Minnesota,2012,9073000000
Ohio,2012,5355000000
Indiana,2012,3752000000
Illinois,2012,1868000000
Iowa,2012,4513000000
Missouri,2012,1408000000
North Dakota,2012,347000000
South Dakota,2012,1968000000
Nebraska,2012,1186000000
Kansas,2012,2732000000
Virginia,2012,1727000000
West Virginia,2012,154000000
North Carolina,2012,940000000
Kentucky,2012,1120000000
Tennessee,2012,805000000
South Carolina,2012,276000000
Georgia,2012,1531000000
Florida,2012,2340000000
Alabama,2012,130000000
Mississippi,2012,199000000
Arkansas,2012,133000000
Louisiana,2012,222000000
Oklahoma,2012,859000000
Texas,2012,9596000000
Montana,2012,299000000
Idaho,2012,13558000000
Wyoming,2012,124000000
Colorado,2012,3213000000
New Mexico,2012,8149000000
Arizona,2012,4508000000
Utah,2012,2172000000
Nevada,2012,665000000
Washington,2012,6234000000
Oregon,2012,2513000000
California,2012,41801000000
Alaska,2012,6000000
Hawaii,2012,28000000
Maine,2013,606000000
New Hampshire,2013,272000000
Vermont,2013,2606000000
Massachusetts,2013,230000000
Rhode Island,2013,17000000
Connecticut,2013,370000000
New York,2013,13463000000
New Jersey,2013,127000000
Pennsylvania,2013,10552000000
Delaware,2013,94000000
Maryland,2013,972000000
Michigan,2013,9164000000
Wisconsin,2013,27572000000
Minnesota,2013,9138000000
Ohio,2013,5448000000
Indiana,2013,3830000000
Illinois,2013,1830000000
Iowa,2013,4607000000
Missouri,2013,1349000000
North Dakota,2013,341000000
South Dakota,2013,2023000000
Nebraska,2013,1165000000
Kansas,2013,2932000000
Virginia,2013,1742000000
West Virginia,2013,152000000
North Carolina,2013,935000000
Kentucky,2013,1070000000
Tennessee,2013,765000000
South Carolina,2013,264000000
Georgia,2013,1568000000
Florida,2013,2383000000
Alabama,2013,117000000
Mississippi,2013,186000000
Arkansas,2013,105000000
Louisiana,2013,206000000
Oklahoma,2013,779000000
Texas,2013,9610000000
Montana,2013,298000000
Idaho,2013,13431000000
Wyoming,2013,128000000
Colorado,2013,3328000000
New Mexico,2013,8057000000
Arizona,2013,4489000000
Utah,2013,2131000000
Nevada,2013,639000000
Washington,2013,6336000000
Oregon,2013,2514000000
California,2013,41256000000
Alaska,2013,3000000
Hawaii,2013,30000000
Maine,2014,599000000
New Hampshire,2014,282000000
Vermont,2014,2666000000
Massachusetts,2014,233000000
Rhode Island,2014,17000000
Connecticut,2014,383000000
New York,2014,13730000000
New Jersey,2014,127000000
Pennsylvania,2014,10664000000
Delaware,2014,97000000
Maryland,2014,987000000
Michigan,2014,9609000000
Wisconsin,2014,27795000000
Minnesota,2014,9127000000
Ohio,2014,5425000000
Indiana,2014,3892000000
Illinois,2014,1850000000
Iowa,2014,4647000000
Missouri,2014,1383000000
North Dakota,2014,324000000
South Dakota,2014,2110000000
Nebraska,2014,1195000000
Kansas,2014,3114000000
Virginia,2014,1779000000
West Virginia,2014,140000000
North Carolina,2014,961000000
Kentucky,2014,1002000000
Tennessee,2014,745000000
South Carolina,2014,263000000
Georgia,2014,1691000000
Florida,2014,2508000000
Alabama,2014,109000000
Mississippi,2014,188000000
Arkansas,2014,96000000
Louisiana,2014,204000000
Oklahoma,2014,726000000
Texas,2014,10310000000
Montana,2014,301000000
Idaho,2014,13873000000
Wyoming,2014,130000000
Colorado,2014,3593000000
New Mexico,2014,8105000000
Arizona,2014,4703000000
Utah,2014,2184000000
Nevada,2014,690000000
Washington,2014,6576000000
Oregon,2014,2550000000
California,2014,42339000000
Alaska,2014,4000000
Hawaii,2014,30000000
Maine,2015,594000000
New Hampshire,2015,282000000
Vermont,2015,2666000000
Massachusetts,2015,217000000
Rhode Island,2015,16000000
Connecticut,2015,396000000
New York,2015,14094000000
New Jersey,2015,127000000
Pennsylvania,2015,10800000000
Delaware,2015,99000000
Maryland,2015,983000000
Michigan,2015,10261000000
Wisconsin,2015,29030000000
Minnesota,2015,9462000000
Ohio,2015,5493000000
Indiana,2015,4025000000
Illinois,2015,1894000000
Iowa,2015,4838000000
Missouri,2015,1365000000
North Dakota,2015,332000000
South Dakota,2015,2359000000
Nebraska,2015,1307000000
Kansas,2015,3176000000
Virginia,2015,1771000000
West Virginia,2015,141000000
North Carolina,2015,985000000
Kentucky,2015,1077000000
Tennessee,2015,742000000
South Carolina,2015,261000000
Georgia,2015,1797000000
Florida,2015,2582000000
Alabama,2015,101000000
Mississippi,2015,165000000
Arkansas,2015,91000000
Louisiana,2015,188000000
Oklahoma,2015,727000000
Texas,2015,10301000000
Montana,2015,299000000
Idaho,2015,14114000000
Wyoming,2015,135000000
Colorado,2015,3757000000
New Mexico,2015,7831000000
Arizona,2015,4734000000
Utah,2015,2220000000
Nevada,2015,669000000
Washington,2015,6606000000
Oregon,2015,2551000000
California,2015,40897000000
Alaska,2015,4000000
Hawaii,2015,35000000
Maine,2016,630000000
New Hampshire,2016,287000000
Vermont,2016,2727000000
Massachusetts,2016,221000000
Rhode Island,2016,14000000
Connecticut,2016,409000000
New York,2016,14777000000
New Jersey,2016,122000000
Pennsylvania,2016,10820000000
Delaware,2016,96000000
Maryland,2016,957000000
Michigan,2016,10876000000
Wisconsin,2016,30110000000
Minnesota,2016,9666000000
Ohio,2016,5548000000
Indiana,2016,4153000000
Illinois,2016,1912000000
Iowa,2016,5034000000
Missouri,2016,1260000000
North Dakota,2016,344000000
South Dakota,2016,2546000000
Nebraska,2016,1399000000
Kansas,2016,3329000000
Virginia,2016,1723000000
West Virginia,2016,134000000
North Carolina,2016,965000000
Kentucky,2016,1047000000
Tennessee,2016,696000000
South Carolina,2016,250000000
Georgia,2016,1830000000
Florida,2016,2495000000
Alabama,2016,92000000
Mississippi,2016,144000000
Arkansas,2016,80000000
Louisiana,2016,169000000
Oklahoma,2016,692000000
Texas,2016,10773000000
Montana,2016,295000000
Idaho,2016,14665000000
Wyoming,2016,140000000
Colorado,2016,3925000000
New Mexico,2016,7711000000
Arizona,2016,4837000000
Utah,2016,2095000000
Nevada,2016,660000000
Washington,2016,6650000000
Oregon,2016,2593000000
California,2016,40469000000
Alaska,2016,4000000
Hawaii,2016,35000000
Maine,2017,630000000
New Hampshire,2017,273000000
Vermont,2017,2728000000
Massachusetts,2017,211000000
Rhode Island,2017,13000000
Connecticut,2017,420000000
